user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
1583,500LLounge,4,4,5,2,5,4
304,ChallengerSXT,3,3,4,4,1,1
1970,PacificaLX,1,5,5,2,3,5
1600,OptimaEX,5,1,2,1,3,4
1994,500XTrekking,4,5,5,4,1,1
1062,ExplorerFWD,4,5,3,1,4,2
950,Sierra,5,2,5,4,5,1
1032,A5,1,2,1,2,2,1
696,HR-VEX-L,4,5,4,1,4,5
1023,OdysseyEX,3,2,5,2,1,4
1463,EscapeSE,1,3,2,3,1,5
1622,Forester2.5i,5,2,2,5,1,5
55,XT5AWD,2,5,1,2,3,5
237,CorvetteGrand,2,4,5,4,4,5
1963,AvalonXLE,2,1,3,2,4,4
88,300300S,5,3,4,3,2,4
451,TahoeLT,1,5,2,5,5,3
545,Hardtop,3,1,4,3,1,2
315,G905.0L,1,2,2,4,2,4
1064,MustangGT,1,1,2,5,2,1
1567,OptimaS,5,4,3,4,1,5
288,FiestaST,1,2,2,4,5,5
302,S4Prestige,3,3,2,3,1,1
873,300Limited,4,3,5,4,5,2
973,Fusion,4,3,3,3,4,2
177,AMG,4,4,5,5,2,2
1062,A6Premium,4,4,5,1,2,5
1914,F-PACE35t,2,5,5,3,5,1
523,CT6,2,5,3,4,5,3
1162,Soul!,1,2,3,5,5,5
663,FusionPlatinum,4,2,4,3,4,4
827,XC90T5,5,1,1,4,4,5
1359,Silverado,2,2,3,2,5,1
1153,OdysseyEX-L,1,1,4,4,4,2
140,Q50Red,3,2,4,4,3,2
1204,EncoreFWD,4,1,4,2,2,4
1691,EdgeSport,3,5,2,2,2,4
60,TahoePremier,4,2,2,1,2,5
1097,QX30Sport,2,5,3,1,5,2
2000,TraverseAWD,1,2,1,2,2,4
1486,HR-VLX,3,2,5,4,2,5
1482,Soul,2,4,4,5,4,1
876,SonataSE,4,4,1,5,4,1
1726,4,5,2,1,4,5,4
36,CompassTrailhawk,3,1,4,4,5,3
644,EscapeSE,1,1,3,5,4,1
445,Soul,3,5,1,5,5,5
1322,FiestaSE,2,2,5,2,1,3
742,FusionS,5,3,4,1,4,2
1357,GLEAMG,3,1,1,2,5,1
504,Q73.0,4,5,5,5,1,4
605,RDXFWD,1,5,4,3,5,3
104,Altima2.5,5,5,4,1,2,3
848,DurangoGT,5,3,1,2,1,2
876,A4Premium,1,5,2,2,1,1
593,OdysseyElite,5,3,5,5,5,4
888,TaurusSE,2,1,1,2,5,1
579,ATS,2,5,5,5,5,4
1244,TahoeLT,4,2,3,4,1,5
696,CorvetteGrand,1,3,4,4,2,2
333,SonataSport,1,2,2,2,3,2
1465,GLAGLA,4,5,5,4,1,2
209,Santa,5,3,4,5,2,4
1983,TerrainAWD,4,3,4,3,3,5
250,500,5,1,3,2,5,3
1493,EnclavePremium,3,2,2,1,2,3
1564,FusionS,5,4,5,1,1,3
1730,ChallengerSXT,1,4,2,4,4,5
1418,Q3quattro,5,3,5,3,4,1
260,S60T5,3,3,4,1,2,2
671,AvalonHybrid,1,2,5,2,5,5
264,FlexLimited,2,5,2,4,1,3
1942,MDXFWD,2,5,2,2,3,5
380,ChallengerSXT,5,4,5,5,2,4
112,500XLounge,4,5,2,3,2,2
41,500LLounge,3,3,1,3,5,5
1960,500Pop,2,1,3,5,1,5
1799,300Limited,3,3,3,3,5,3
371,XT5FWD,1,1,4,4,4,2
38,Malibu1LS,4,2,4,4,5,1
235,300300S,2,4,5,3,4,2
507,RDXFWD,3,3,4,4,2,3
1139,SorentoEX,1,2,3,4,2,4
749,ChargerDaytona,4,3,5,2,2,1
1171,TahoeLT,4,5,1,3,4,4
742,AcadiaAWD,4,3,3,1,4,2
1873,FusionSport,1,2,3,4,4,4
571,ExpeditionLimited,3,4,5,2,3,1
664,300Limited,4,3,2,1,4,3
383,OdysseyEX,5,1,5,3,5,3
1192,Crosstrek2.0i,4,4,5,1,5,2
1853,FiestaS,4,4,4,4,3,1
1519,Hardtop,3,2,2,1,4,5
227,EnclavePremium,4,1,2,3,2,1
960,5,3,4,3,1,3,3
1373,Q73.0T,3,2,2,4,2,4
1131,FitSport,2,1,1,3,1,5
1256,GLCGLC,3,5,3,4,5,1
1019,E-ClassE,5,4,2,1,4,1
1953,ExpeditionLimited,3,1,1,1,4,1
539,GLCGLC,4,2,4,5,4,2
1279,G803.3T,2,5,2,4,1,4
978,A63.0T,2,3,4,4,1,5
1615,Yukon2WD,2,4,3,1,4,3
590,EnvisionFWD,2,2,2,3,2,5
53,G803.8L,3,1,4,1,1,2
832,FiestaTitanium,2,5,1,5,2,5
356,FitLX,2,1,5,3,3,3
411,OptimaLX,3,2,1,1,3,5
639,WRXPremium,5,2,3,1,4,4
1207,MDXFWD,1,1,4,3,5,5
859,DurangoSXT,5,4,1,5,5,5
155,200Limited,2,2,2,2,5,1
379,ColoradoCrew,2,5,2,5,4,4
1655,Super,3,2,4,4,4,1
1944,Transit,5,1,5,5,3,5
977,Forester2.5i,4,2,2,2,3,5
740,FusionS,3,4,4,5,4,2
1643,ColoradoCrew,4,5,5,3,4,4
1698,EdgeSE,3,5,3,2,5,4
116,AvalonHybrid,3,1,5,4,5,4
1407,FiestaSE,4,3,1,4,2,2
1056,California,4,1,2,1,1,1
1350,QX30Luxury,4,1,3,1,1,1
1892,EnclaveLeather,2,2,1,3,1,2
1349,JourneySE,5,1,1,1,1,3
1200,JourneySXT,5,1,1,3,4,4
441,Q5Premium,2,2,2,4,4,5
1189,QX30Premium,1,5,1,5,2,5
1302,S5,1,3,1,3,1,2
170,Soul,3,4,4,1,1,2
569,HR-VEX-L,3,2,5,4,2,1
971,Altima2.5,2,5,5,2,5,5
823,EnclaveLeather,3,3,5,2,3,2
28,F-150Lariat,3,1,3,4,5,4
746,SportageEX,2,4,5,4,1,4
40,EquinoxFWD,1,2,2,1,3,4
17,Soul#NAME?,4,3,2,2,1,2
161,ChallengerSRT,4,2,4,4,5,2
901,F-150Raptor,1,5,5,1,4,5
1458,124,4,2,5,3,2,1
843,TiguanS,2,2,2,4,2,5
554,A3,1,3,3,3,4,1
1843,ChallengerSXT,4,3,3,4,4,5
1265,ExplorerFWD,1,5,1,2,1,5
1321,JourneyCrossroad,2,2,2,3,5,3
1020,F-150XLT,4,3,5,2,3,5
152,CherokeeLatitude,4,4,5,1,4,5
1367,PacificaLX,4,5,1,1,3,4
553,ExpeditionKing,1,3,1,1,3,1
52,XF25t,3,4,4,3,5,1
590,EdgeSE,4,1,5,3,2,4
1645,RDXAWD,4,3,4,5,4,4
712,RidgelineRTL,1,1,3,1,3,1
629,DurangoR/T,3,5,4,1,3,2
1104,HR-VLX,2,2,5,2,1,5
129,TraxFWD,4,5,2,1,4,1
1471,JourneySE,3,3,3,5,5,5
286,SonataSport,4,3,2,4,2,2
321,OptimaS,5,3,3,1,4,2
808,MustangV6,1,1,4,1,1,2
938,FusionHybrid,2,2,1,4,1,4
1494,A6Premium,5,1,3,3,5,4
118,PacificaLimited,5,5,1,4,3,2
671,X5xDrive35i,1,3,1,5,3,3
808,Q3quattro,2,3,2,5,4,4
1888,GLEGLE,3,2,1,2,1,1
1077,TaurusLimited,5,1,5,3,1,3
1293,A3,2,2,1,2,1,1
242,Elantra,4,5,1,3,1,5
539,ElantraSE,5,3,1,3,3,5
102,G805.0L,5,4,4,2,2,3
152,TLXFWD,2,1,2,2,1,2
1244,Romeo,1,3,4,3,5,4
1567,Forester2.5i,3,3,3,4,3,2
1786,SorentoSX,4,3,1,1,4,1
673,CLAAMG,5,3,1,1,1,5
1004,MustangEcoBoost,4,4,1,1,2,2
786,DurangoR/T,2,2,1,5,2,1
1092,XTSFWD,5,2,4,2,5,5
1627,FusionSport,4,3,3,3,1,5
564,Q3Premium,5,4,5,4,3,5
647,F-150Lariat,2,3,2,2,4,4
1401,FusionTitanium,3,3,4,2,1,1
1865,XT5FWD,1,3,1,2,3,2
592,OptimaEX,2,4,2,5,3,3
443,F-150King,5,1,3,2,2,3
1563,F-PACE25t,3,5,5,5,5,3
413,MDXFWD,2,3,5,1,5,4
1627,ColoradoCrew,5,3,4,1,2,2
1648,Accord,4,1,5,1,3,3
1925,S5,5,5,4,1,4,4
1392,LCLC,1,5,2,4,1,5
1792,MustangShelby,5,3,1,2,2,2
1692,GLSAMG,1,2,5,5,5,4
1341,MustangEcoBoost,1,5,5,1,4,2
1220,FocusRS,5,5,4,4,4,5
367,CompassTrailhawk,3,1,3,1,3,3
1237,Altima2.5,2,4,4,1,1,2
1860,Forester2.5i,5,4,1,1,3,3
1383,FocusSE,5,5,4,1,3,3
970,300300S,5,3,1,5,2,5
1976,OdysseyTouring,4,1,4,4,5,2
626,MustangShelby,1,1,3,1,2,5
564,XTSFWD,5,5,2,3,2,2
401,A63.0T,3,4,1,3,3,5
1899,ChargerSXT,5,3,3,3,1,2
1902,HR-VEX,4,2,1,3,5,3
1698,ColoradoCrew,4,5,4,1,4,3
801,Mazda3,3,4,2,5,2,5
1612,EnclaveLeather,5,3,5,2,5,4
1068,EncorePreferred,3,2,1,3,1,5
257,FiestaSE,5,1,2,5,2,1
1828,EncorePreferred,3,3,1,1,5,4
1443,RidgelineRTL-E,3,1,1,2,1,3
329,SportageEX,3,5,2,4,5,4
597,ATS,4,2,1,1,4,5
1817,TraverseFWD,3,1,3,2,5,2
1941,Q3Premium,4,1,2,3,5,2
1831,XF25t,3,3,1,5,2,1
808,Grand,5,2,2,4,5,5
1577,QX30Sport,4,5,5,1,4,3
1243,EscapeSE,5,5,4,2,4,3
525,WRXLimited,1,2,3,1,2,3
1506,500LLounge,4,3,3,4,3,1
1556,C-Max,2,1,3,1,2,1
545,ExpeditionPlatinum,5,5,2,1,1,5
1873,FocusST,5,3,2,4,3,2
608,RDXFWD,1,4,1,1,2,4
136,ElantraLimited,4,2,1,4,1,3
1840,ChallengerSRT,4,1,2,2,1,3
1982,F-PACE35t,3,4,3,2,5,3
632,500LPop,4,3,5,3,3,3
3,ImpalaPremier,3,3,5,3,1,2
1341,500XLounge,1,3,1,4,4,4
1780,ChargerR/T,4,3,2,1,4,3
591,CamaroConvertible,3,5,2,4,1,2
1203,OptimaEX,2,1,5,3,1,1
1564,G905.0L,3,5,1,2,4,2
1885,FocusTitanium,2,1,4,5,1,5
1546,TahoeLS,3,1,3,5,1,1
319,E-ClassE,5,1,2,4,5,5
1779,SonataSEL,2,2,5,1,3,5
167,S60T5,2,3,1,5,1,1
1830,G903.3T,2,2,2,1,1,1
114,AcadiaFWD,5,5,4,2,4,3
56,OdysseyElite,4,3,2,5,1,4
1220,Wrangler,4,1,4,2,1,2
1229,QX30Luxury,1,1,3,1,5,1
1635,F-150Limited,4,5,4,3,2,5
322,Forester2.5i,4,3,3,2,4,2
1319,GLAGLA,1,2,2,2,4,2
143,TaurusSE,1,3,1,1,5,3
992,FitLX,2,4,2,1,2,1
1325,VoltPremier,4,3,1,2,4,3
894,MalibuLT,4,2,5,5,4,4
552,AcadiaAWD,4,4,5,1,1,4
307,Savana,4,2,2,2,5,1
1891,CanyonExtended,1,5,4,3,1,3
726,CorvetteGrand,4,3,5,1,1,5
1501,G905.0L,4,2,5,4,2,4
400,500LLounge,5,4,4,3,3,5
955,C-ClassC,1,2,3,1,2,5
511,MalibuPremier,5,1,4,4,1,5
1366,S4Premium,1,4,1,1,5,2
760,TahoePremier,2,4,1,4,3,4
1707,QX30FWD,4,5,1,5,5,1
179,SSSedan,2,3,4,2,3,1
1553,Expedition,2,5,3,2,4,1
205,FusionSE,3,1,4,4,3,4
1819,Express,1,2,2,3,1,3
1302,WRXLimited,1,4,4,4,3,3
1572,WRXLimited,1,3,5,5,4,4
797,A63.0T,1,4,4,4,5,5
1521,CompassSport,3,3,1,1,1,3
342,Soul!,4,4,2,4,2,2
869,MalibuPremier,1,4,5,4,5,3
1683,TaurusSHO,5,2,5,3,1,3
1669,PacificaTouring,1,2,2,1,4,2
1658,ElantraSEL,1,3,1,1,1,2
411,CruzeSedan,2,5,2,2,1,2
1953,ChargerSXT,3,2,4,5,2,5
1248,500,2,2,1,1,5,1
915,Santa,5,4,3,2,4,3
319,Forester2.0XT,4,2,1,4,4,1
227,TaurusSEL,3,1,3,5,3,2
1720,Altima2.5,3,4,3,1,2,1
1791,TT,5,2,3,3,5,2
297,GLAGLA,4,4,5,1,2,1
1191,ExpeditionKing,1,2,1,1,1,1
1180,PacificaTouring,2,1,5,2,4,2
835,TT,2,4,1,5,2,5
1869,California,2,4,2,2,2,1
1091,Explorer4WD,2,2,3,4,1,5
1203,TraverseAWD,1,4,2,4,3,5
1076,Rover,3,1,5,1,3,2
1008,OdysseyTouring,4,4,1,1,5,1
1404,SorentoEX,5,3,4,1,4,5
406,F-150XL,3,4,4,4,2,4
672,FitSport,2,5,1,5,1,5
589,TaurusSHO,3,2,3,1,1,1
434,Grand,2,1,5,5,5,3
766,EnvisionFWD,1,5,3,5,2,3
1137,Q50Red,5,3,4,2,4,1
576,Grand,5,4,4,2,3,3
1109,CorollaLE,3,3,4,1,2,5
661,CompassSport,3,3,5,3,2,3
697,ExpeditionPlatinum,1,4,4,4,1,4
1544,ChargerR/T,4,5,4,2,5,5
159,AvalonXLE,4,2,5,2,5,4
4,Silverado,5,2,3,5,3,3
164,ChargerSE,5,3,5,4,1,5
1840,ExpeditionKing,4,4,3,2,5,1
1537,HR-VEX-L,2,4,5,5,1,4
370,FiestaST,3,5,3,3,1,4
1565,RDXFWD,1,3,3,1,3,1
165,OptimaEX,3,3,4,3,1,3
299,XE25t,3,1,4,5,4,3
254,S3Premium,1,1,2,4,5,4
283,C-HRXLE,5,2,1,2,5,1
254,DurangoSXT,3,2,1,1,5,2
1875,EscapeS,5,4,5,4,5,4
1923,SonataSEL,4,4,4,5,4,3
1627,TerrainAWD,2,2,2,4,1,5
1987,Q3quattro,2,1,5,5,4,3
712,A4Season,3,3,1,3,4,1
321,AcadiaFWD,4,5,5,4,3,4
1719,JourneySXT,3,4,1,2,5,5
1441,EdgeTitanium,1,3,1,1,3,3
582,VeranoSport,2,1,1,5,2,2
1415,X4M40i,5,5,5,3,5,1
828,CamaroCoupe,4,1,4,1,4,4
1966,MalibuLT,4,5,5,1,1,3
660,ChargerSXT,2,3,3,3,2,2
1434,TT,3,2,2,2,5,5
1268,Civic,3,5,1,1,5,5
694,TaurusSE,1,3,2,4,5,1
39,CamrySE,3,1,5,5,3,2
1729,Soul#NAME?,5,1,5,1,4,5
865,TahoePremier,1,5,4,1,5,3
415,Rover,3,2,4,1,1,4
824,CanyonExtended,4,2,2,1,4,5
120,DurangoSXT,5,5,4,4,4,1
1168,AMG,3,3,1,5,3,1
188,ChargerR/T,2,2,1,5,1,5
1541,500LTrekking,1,5,4,1,5,4
282,Q5Premium,4,3,5,1,1,3
1645,TLXSH-AWD,5,1,5,4,3,2
636,CX-3Touring,2,3,3,5,1,3
1409,AMG,3,4,3,2,3,4
1209,TT,2,1,4,4,3,5
1996,XF25t,1,3,4,2,1,3
1882,FiestaTitanium,3,4,4,4,3,4
312,Soul!,4,3,2,3,2,3
471,GLCGLC,5,2,2,5,1,2
1805,CorvetteStingray,4,1,3,5,4,3
1576,ChargerSXT,1,2,3,4,4,1
184,F-150XLT,2,1,1,4,5,3
1375,CorvetteCoupe,3,2,4,1,2,1
1112,FocusS,5,3,2,1,1,5
1275,VoltLT,3,3,2,2,1,2
459,XT5AWD,5,3,2,5,5,2
920,F-150Platinum,2,4,2,4,5,1
1798,GLAGLA,2,5,1,2,4,3
498,XC90T5,2,3,4,2,1,4
565,FitLX,2,5,1,3,1,1
1804,Fusion,1,4,4,4,5,5
1139,ExpeditionLimited,2,1,2,5,3,3
645,Challenger392,1,3,5,5,3,4
404,GLEGLE,2,4,2,4,5,3
838,LCLC,4,4,1,5,3,1
362,500,1,4,1,1,4,3
1729,Express,5,2,2,1,3,3
1046,F-150XL,2,2,4,1,2,5
1522,A3,3,5,1,4,4,2
980,PacificaLX,1,2,2,5,5,3
1861,Q3Premium,4,4,1,3,1,1
698,Q52.0,2,1,3,5,5,1
494,CX-3Touring,2,2,1,2,1,2
486,Altima2.5,3,5,3,4,5,5
1258,RDXFWD,3,2,4,2,1,2
1304,GLEGLE,2,5,4,3,5,1
952,ElantraSE,5,5,4,3,1,5
1440,TahoeLT,1,4,3,2,3,1
549,CompassSport,1,4,4,1,3,3
1931,EscapeFWD,5,4,4,3,1,3
1858,S4Premium,5,3,2,3,5,4
179,XT5Luxury,1,2,4,1,2,5
753,FiestaST,4,3,3,1,3,1
591,F-150XLT,5,5,1,2,2,1
1275,ChargerSE,2,1,5,1,4,3
996,TaurusSEL,3,1,3,1,4,2
1242,FlexLimited,1,3,3,2,1,3
588,X4M40i,3,3,5,1,3,1
484,ExpeditionLimited,5,3,1,3,2,1
555,Savana,4,4,4,5,3,5
412,OdysseyElite,2,5,4,4,1,4
85,OdysseyTouring,3,4,4,1,2,4
370,C-ClassC,1,4,5,5,3,2
41,AcadiaAWD,2,1,1,5,5,3
137,HR-VEX-L,2,5,1,5,4,1
1332,Q50Red,1,1,3,1,4,1
1730,3,2,3,2,3,3,5
744,Transit,1,4,2,3,1,2
128,Accord,5,4,4,3,3,3
145,FusionTitanium,1,5,5,3,1,4
1514,TaurusLimited,4,2,3,4,2,4
667,ChargerDaytona,2,3,5,1,5,5
1528,S5,1,1,1,1,4,1
1009,A63.0T,2,3,3,3,3,1
542,Escape4WD,2,3,5,5,1,5
1542,ChallengerGT,3,4,2,4,1,2
209,RidgelineRTL-E,3,3,1,3,2,2
184,CorvetteGrand,3,1,1,5,1,2
723,TaurusSEL,2,2,5,5,3,2
768,G803.3T,5,2,3,2,1,2
1687,DurangoR/T,2,2,4,5,1,5
1514,500XLounge,3,5,5,2,5,5
1675,AvalonXLE,3,1,2,3,1,4
1521,HR-VEX,4,1,5,4,1,3
409,HR-VEX-L,5,5,3,3,2,1
1928,OdysseyTouring,1,2,4,1,2,1
1825,Savana,2,5,2,5,3,1
1295,Crosstrek2.0i,1,5,3,1,3,1
48,EscapeSE,3,2,3,4,3,3
135,FusionSE,1,4,3,2,3,1
1888,FlexLimited,4,1,2,1,1,3
938,C-ClassAMG,3,1,4,1,1,1
749,AcadiaAWD,2,5,3,5,1,5
1979,F-150Raptor,1,3,5,2,1,3
1993,CompassTrailhawk,2,5,2,2,3,5
1929,Q3quattro,3,3,3,1,4,1
844,GLAGLA,1,1,1,4,5,5
110,ExpeditionKing,2,1,5,2,5,4
1130,Soul,4,5,2,2,5,3
