user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
46,FusionPlatinum,1,5,3,2,4,2
1963,LCLC,4,4,2,4,2,3
1061,FusionPlatinum,4,5,2,3,1,3
1826,MustangShelby,4,2,2,4,3,1
102,OptimaEX,4,2,4,5,2,4
1834,Civic,1,1,2,3,2,4
36,DurangoGT,2,5,5,3,4,4
1759,TerrainAWD,4,5,5,5,4,5
1138,Civic,4,4,1,4,1,1
1022,SorentoSX,3,1,1,3,1,5
1745,RidgelineSport,5,5,3,3,5,1
1793,MustangGT,2,3,5,4,2,5
4,MalibuPremier,5,5,5,1,4,5
166,F-150Limited,3,3,5,3,3,1
519,ChallengerSRT,5,1,1,4,2,5
926,Versa,3,5,1,3,3,2
1239,S5,4,2,5,1,2,3
1662,ExpeditionXLT,2,4,4,1,2,2
1918,GLSGLS,5,3,1,5,1,2
416,Challenger392,2,2,1,2,4,1
1767,ImpalaLS,4,4,1,4,1,1
1076,OptimaS,4,4,4,1,2,4
1107,FusionSport,5,2,4,4,5,3
793,Soul,4,3,3,2,3,3
1633,AvalonHybrid,4,4,3,1,1,3
1749,JourneyGT,4,4,3,5,1,4
1659,CanyonCrew,5,5,3,3,5,3
1207,FiestaS,4,2,5,5,1,1
664,ImpalaPremier,4,5,3,5,1,1
1485,RidgelineSport,4,5,3,1,3,5
1207,TLXFWD,4,1,1,4,3,3
1000,TraverseFWD,5,4,4,2,5,2
145,Wrangler,1,4,3,3,1,3
1471,CruzeSedan,3,3,4,4,5,2
479,CTS,3,3,2,5,2,2
515,MalibuLT,3,5,4,3,3,1
777,Transit,2,4,4,4,5,2
162,ATS,5,4,4,3,4,2
663,CamrySE,3,3,4,1,2,4
1472,EdgeSE,5,2,5,5,4,5
1447,Santa,5,1,1,5,5,5
973,FitLX,5,4,4,5,1,3
942,MustangEcoBoost,5,4,2,2,2,4
664,Versa,1,2,3,1,2,5
344,S4Premium,2,5,4,3,2,5
243,FocusTitanium,1,4,5,4,5,5
848,ChargerSRT,2,5,3,2,4,5
593,JourneyCrossroad,2,5,5,4,5,2
904,Versa,5,3,2,2,2,3
1202,TaurusSHO,2,3,5,2,3,1
784,QX30Sport,3,2,3,2,2,4
1493,A63.0T,5,3,1,5,1,5
92,TaurusLimited,1,5,1,1,3,4
1490,VeranoSport,2,1,2,2,3,4
1193,EncorePreferred,5,4,3,3,1,2
198,FocusRS,5,3,2,2,3,2
1004,Sierra,5,3,2,2,2,4
1335,TahoeLS,3,4,2,1,5,1
1046,ElantraSE,4,2,2,3,4,3
1140,ExpeditionXLT,2,2,5,2,1,4
608,DurangoR/T,4,4,3,3,3,3
1140,4,3,5,3,1,1,3
1901,PacificaLX,5,2,3,1,2,1
613,ChallengerSRT,4,3,1,1,1,4
867,Mazda3,2,5,4,5,5,5
350,OdysseyLX,3,4,5,3,5,3
1531,FusionS,2,2,3,1,2,5
1355,Super,5,2,4,4,3,2
1286,ExpeditionLimited,1,2,1,4,2,1
1288,FitEX-L,1,2,5,3,4,5
1437,FusionTitanium,4,2,4,5,4,5
1460,Q73.0T,4,4,4,5,4,5
1536,WRXPremium,3,4,3,2,3,3
515,EquinoxFWD,5,2,5,3,5,2
208,AMG,4,5,5,2,3,3
1431,DurangoCitadel,4,5,5,5,4,3
1131,Suburban2WD,5,3,1,3,1,4
1200,HR-VLX,1,2,5,3,3,4
1485,FusionS,2,3,2,4,5,3
1341,F-150Lariat,4,5,2,4,4,2
1642,FocusRS,1,5,3,3,3,2
642,5,4,3,5,1,5,3
1713,DurangoCitadel,2,5,4,1,5,3
1050,ChallengerSRT,5,1,1,3,1,3
1029,SLSL,4,4,3,1,1,2
484,FocusST,5,5,5,3,2,5
675,SLSL,1,1,3,4,1,5
1412,EncorePreferred,5,5,2,4,5,2
1147,Santa,5,4,5,3,4,2
1118,EncoreFWD,4,5,2,2,4,5
699,California,1,3,5,1,4,4
265,Yukon4WD,1,5,1,1,2,3
1342,Rover,3,4,2,5,3,3
1100,C-HRXLE,4,2,3,4,3,1
1275,OdysseyEX,5,5,5,3,4,3
