user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
1116,RidgelineRTL-E,3,2,2,4,3,5
93,F-150Limited,5,3,5,3,1,4
1452,ElantraSE,2,2,1,1,5,2
1078,ExplorerFWD,2,3,1,2,2,3
274,California,4,1,4,1,1,5
1982,CompassTrailhawk,2,3,2,4,4,3
1389,Soul!,2,3,5,3,4,1
1109,XC90T6,4,4,5,3,1,1
954,GLEGLE,4,5,5,1,3,3
270,CompassLatitude,5,5,4,2,5,5
217,E-ClassE,1,4,4,3,1,4
1371,GLSGLS,5,2,1,1,2,5
147,XT5Luxury,1,5,3,3,3,4
1027,GLEAMG,1,1,4,3,1,5
766,OptimaS,4,3,1,5,5,1
1260,CamrySE,3,1,5,5,2,4
600,ElantraValue,5,1,3,1,1,3
1716,DurangoCitadel,2,2,2,2,5,2
789,A4Season,2,3,3,5,3,4
1356,TraverseAWD,4,2,3,4,5,5
862,EnclaveLeather,5,2,2,4,2,1
1170,FiestaSE,5,1,1,1,1,3
907,Silverado,2,3,3,4,3,4
451,CanyonCrew,3,5,4,5,3,3
1507,A62.0T,1,5,1,1,3,5
652,EscapeSE,4,4,1,2,1,4
1122,500LLounge,4,1,4,1,3,2
1522,F-PACE35t,4,3,4,1,3,1
257,WRXLimited,4,5,1,2,4,2
1878,500LTrekking,5,5,4,3,1,1
1090,FlexLimited,1,5,1,4,5,3
1700,CruzeSedan,1,2,4,3,4,5
1697,ChallengerR/T,1,4,5,1,1,5
653,FocusS,2,3,2,4,2,4
1863,TahoeLS,5,2,1,3,2,5
1067,FocusS,3,4,1,1,4,5
1456,SQ5Premium,5,2,3,2,2,1
2,CorollaLE,1,2,1,3,4,3
1911,XC90T6,5,3,4,5,4,4
1599,CLACLA,5,1,1,2,2,4
257,EscapeSE,1,4,5,2,5,4
408,ChallengerR/T,4,4,2,3,3,3
1393,5,3,5,2,2,5,1
625,500XTrekking,4,2,5,1,4,3
1586,CompassTrailhawk,5,5,3,1,5,5
925,SonataSEL,2,2,2,1,4,3
1957,XC90T6,5,2,5,4,5,4
813,500LLounge,5,1,2,3,1,5
1231,488,1,4,4,1,1,4
959,EscapeFWD,1,5,2,4,4,4
446,S4Premium,4,4,1,3,5,4
122,200LX,5,2,3,4,2,3
518,QX30Luxury,3,5,2,2,1,5
95,Expedition,3,4,2,1,3,1
855,FusionTitanium,4,1,3,3,1,3
1478,OdysseyEX-L,4,3,2,5,2,1
1729,SonataLimited,2,3,5,4,1,3
283,PacificaLX,5,1,2,5,1,5
820,EdgeTitanium,2,3,2,1,1,4
137,FocusRS,2,4,1,4,1,1
1776,TaurusSHO,2,1,2,3,3,3
992,MustangGT,1,4,5,2,3,5
108,VoltLT,2,4,2,2,4,5
1724,FitLX,3,4,1,2,3,2
1673,X5xDrive35i,2,2,1,5,1,1
1306,Q5Premium,2,5,1,1,4,1
1642,CLACLA,2,5,4,3,3,4
268,Santa,3,1,2,1,5,1
367,DurangoSXT,1,5,4,5,4,5
1185,CorvetteCoupe,2,2,4,2,2,3
1969,FitEX-L,2,5,3,4,3,2
1000,Fusion,1,1,3,3,2,5
718,E-ClassE,4,2,1,3,3,2
652,CamaroCoupe,2,4,1,5,5,2
1279,500cPop,3,4,1,2,4,5
345,X5xDrive35i,1,5,1,1,1,4
426,ElantraSport,2,4,2,5,4,5
1789,EncoreFWD,1,1,3,1,3,3
1766,A5,5,2,1,2,2,1
519,F-150XL,1,5,2,1,1,3
363,C-ClassC,4,1,1,2,5,5
1918,Silverado,4,1,3,2,3,3
1174,AvalonXLE,4,1,1,3,4,5
1154,FlexSE,3,4,4,1,5,1
466,TraxFWD,5,5,3,1,3,1
544,TiguanSEL,2,4,3,3,2,2
1114,S5,2,4,4,3,3,1
959,SSSedan,2,2,5,3,5,1
1879,500XLounge,2,3,1,3,1,5
1284,PacificaTouring-L,1,2,5,4,5,3
235,500LPop,3,4,2,1,1,2
1550,Super,3,5,5,4,3,5
1804,OdysseyEX,4,4,4,5,1,1
463,S60T5,2,2,2,1,4,5
166,TaurusSHO,2,3,2,1,2,3
942,Savana,5,4,3,1,5,4
1954,SonataSport,1,1,3,5,1,3
1218,Q73.0T,3,2,2,4,4,3
1522,Rover,1,3,2,1,3,4
228,DurangoGT,3,1,4,5,3,5
242,VoltLT,3,1,4,4,2,3
565,TaurusLimited,1,4,2,4,3,5
1117,OdysseyLX,4,5,3,3,5,4
802,TraverseFWD,2,1,1,4,5,3
1838,XT5Luxury,5,2,2,2,4,3
1315,Q3quattro,1,3,2,4,2,5
1549,TaurusSE,1,2,4,5,3,5
957,Romeo,1,2,4,5,2,3
1557,HR-VEX-L,4,1,3,1,2,4
1295,FocusTitanium,5,1,2,3,5,3
1579,EscapeFWD,1,2,1,1,2,3
313,PacificaLX,3,2,1,3,5,3
1393,488,1,1,5,1,4,2
245,AcadiaAWD,2,3,1,2,1,2
1056,Outback2.5i,2,1,5,4,3,4
584,RidgelineRTL-E,5,5,2,2,1,1
314,Q73.0,5,3,2,1,5,1
842,Soul,3,5,1,4,2,2
1867,SonataSport,5,3,5,4,5,4
1943,ChargerR/T,3,3,1,5,5,3
1985,CT6,2,2,1,5,1,5
1264,ChargerSRT,1,2,4,5,4,2
1058,F-150XL,2,1,4,3,3,5
862,Malibu1LT,3,3,3,5,3,1
139,F-150Limited,2,3,4,4,5,4
1014,Rover,2,3,3,3,4,4
1576,Explorer4WD,4,5,1,4,1,4
1504,SonataSEL,4,5,5,5,1,2
907,Q73.0T,5,2,5,3,5,4
