user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
515,ImpalaPremier,5,2,3,5,3,1
159,E-ClassE,1,5,4,5,1,5
392,SonataSE,4,3,4,1,4,3
92,Soul,3,3,5,2,2,5
457,F-150XLT,2,1,1,1,3,1
417,OdysseyElite,2,4,5,1,4,3
561,300300C,3,4,1,4,3,4
749,CruzeSedan,2,1,3,1,1,1
1806,XC90T5,2,3,1,1,2,5
1120,HR-VEX,2,3,3,2,5,3
1397,Santa,3,4,4,2,3,2
656,X5xDrive35i,2,5,1,3,4,1
1309,CTS,3,2,2,2,4,3
1266,SorentoLX,5,5,1,5,1,5
807,FocusST,5,4,2,5,4,5
1124,VoltLT,5,3,3,4,3,3
1534,SonataSEL,1,3,1,5,4,1
1882,300300S,2,5,1,2,3,4
261,EscapeSE,4,1,4,2,3,2
1577,ChargerSXT,5,2,5,5,4,3
1487,AcadiaFWD,2,3,5,2,4,5
1876,PacificaLimited,5,1,2,2,2,1
862,S60T5,2,1,2,5,3,2
653,G803.3T,5,3,5,3,1,5
1202,F-150Lariat,3,1,4,2,5,3
820,S3Premium,2,1,4,2,2,4
1181,500,2,5,3,2,4,2
890,A3,1,4,5,3,4,3
619,Challenger392,5,2,5,2,3,1
153,Q50Red,3,5,5,1,5,5
303,CTS,2,5,5,4,5,3
1426,ChallengerGT,2,1,1,1,5,4
618,500LTrekking,5,1,4,3,5,5
784,SorentoEX,3,3,3,4,3,1
885,SportageLX,4,5,4,4,2,1
1256,F-150Limited,4,3,4,2,3,1
816,GLSAMG,4,4,4,4,4,3
959,500LPop,3,5,4,1,5,4
898,GLCGLC,4,3,2,3,5,4
1806,ChallengerT/A,1,2,1,3,2,1
1608,Q50Red,3,1,5,1,4,2
1867,i394,2,2,3,2,5,1
38,QX30Sport,3,2,4,5,3,4
1952,EscapeSE,3,4,2,5,1,3
1746,4,2,4,3,4,4,4
1343,VoltLT,3,3,1,2,3,5
1823,A4Premium,4,4,4,5,2,1
1414,GLSAMG,3,2,4,1,2,1
1981,EdgeSEL,4,3,4,1,5,5
1928,DurangoSXT,5,5,1,5,3,4
120,TraverseAWD,4,2,2,1,5,3
614,Civic,1,5,3,4,5,4
1947,SorentoSX,4,3,1,4,5,1
1807,EquinoxFWD,1,1,5,4,1,1
1850,DurangoR/T,3,4,4,2,1,5
1665,Malibu1LS,3,1,2,2,5,3
976,ChargerSXT,3,2,5,4,1,5
1742,ExpeditionPlatinum,1,3,3,2,1,1
1903,CompassSport,4,3,5,3,1,3
1624,SoulBase,3,2,4,5,1,1
1508,TraxFWD,5,5,4,5,3,3
858,Yukon2WD,3,3,2,4,4,2
916,FocusSEL,5,2,3,2,2,5
1883,OdysseyLX,4,3,3,2,3,4
1796,ElantraSE,2,2,5,2,5,5
273,Yukon,2,2,4,3,2,4
534,CorvetteStingray,4,4,3,2,1,1
1444,300Limited,3,5,5,5,5,3
1227,VeranoSport,4,1,4,3,2,1
1867,CherokeeLatitude,3,3,5,4,5,2
396,CorvetteStingray,4,4,5,1,3,1
1706,124,5,3,4,5,1,1
264,300300S,3,2,1,2,4,1
470,QX30Premium,2,4,5,1,1,5
872,OdysseyEX-L,4,1,5,5,4,4
49,DurangoCitadel,1,3,3,3,2,1
389,Suburban2WD,5,1,3,5,5,4
110,ImpalaLS,3,3,3,5,5,3
589,A6Premium,5,1,3,1,1,2
790,Versa,5,5,2,5,2,5
864,OdysseyLX,5,2,4,3,4,4
716,Malibu1LS,3,3,5,4,5,5
490,ImpalaLS,5,1,4,3,3,4
