user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
311,Silverado,2,1,5,4,3,5
515,ChallengerSRT,5,3,5,5,1,5
366,CLACLA,3,5,1,4,4,1
1031,ExpeditionKing,2,3,5,3,3,3
825,SportageEX,1,5,2,4,2,2
1400,EdgeTitanium,1,2,5,1,2,5
1798,XTSFWD,5,2,3,4,2,4
670,OdysseyEX-L,2,3,5,1,3,4
1381,OdysseyLX,5,1,5,4,3,3
1076,TaurusSE,5,5,1,4,1,2
96,QX30Sport,1,5,1,1,4,4
859,CherokeeLatitude,3,5,1,1,5,4
1307,FocusSE,3,1,2,4,4,2
234,DurangoSXT,3,1,1,2,5,5
1233,SoulBase,2,5,5,1,1,3
500,Q5Premium,3,1,5,3,4,2
184,CorvetteConvertible,4,1,3,1,1,1
1547,GLSAMG,1,2,1,3,4,3
1548,ExplorerFWD,1,2,3,2,5,4
1777,TaurusLimited,4,4,3,3,4,4
1318,FitEX-L,3,5,5,5,3,3
621,ElantraSEL,1,5,5,1,1,3
425,Mazda3,5,5,5,5,1,3
1092,Transit,5,4,2,2,2,2
1496,300Limited,4,3,5,2,2,3
735,Crosstrek2.0i,5,1,1,3,3,1
1512,TLXSH-AWD,2,5,3,4,4,4
845,F-PACE25t,3,4,3,3,2,5
1304,F-150Lariat,5,5,5,2,1,3
186,WRXManual,1,2,4,5,4,4
1370,X4xDrive28i,2,2,3,2,3,4
375,FusionPlatinum,5,4,4,2,2,5
1501,Q5Premium,5,3,2,2,2,4
832,200LX,2,3,2,5,2,4
506,ExpeditionLimited,1,3,3,2,3,1
1453,SQ5Premium,1,3,1,4,2,1
743,GLCGLC,3,2,4,2,5,3
165,A63.0T,2,2,1,4,2,3
545,QX30Premium,2,5,2,2,3,3
340,Soul!,5,2,2,4,3,5
294,California,5,4,4,4,2,2
643,Acadia,3,2,2,2,3,5
577,WRXManual,4,4,2,5,1,4
758,CorvetteConvertible,1,4,3,5,2,1
1409,EncoreFWD,3,5,3,5,5,4
1517,Escape4WD,1,5,2,1,5,1
1418,ChallengerGT,2,1,1,5,5,1
1561,ChargerSXT,5,1,5,2,5,2
1221,Q73.0,4,5,2,4,1,5
