user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
249,Romeo,3,1,1,1,2,1
1231,A63.0T,3,2,2,3,5,1
374,JourneyCrossroad,4,1,2,1,4,1
784,F-150Platinum,4,5,4,4,4,4
998,4,3,2,1,2,1,3
122,Q73.0,5,4,5,4,3,2
1425,A5,1,5,4,4,4,5
1071,CTS,3,2,4,5,2,2
1708,CX-3Touring,4,1,2,4,3,2
672,300Limited,5,4,5,1,1,5
1422,DurangoCitadel,1,5,2,5,3,4
597,Malibu1LT,3,1,1,2,3,1
12,AMG,1,1,2,2,4,1
1099,JourneySXT,4,2,4,2,3,5
1774,SorentoLX,2,5,5,2,2,4
397,EscapeFWD,3,3,2,3,2,3
1569,HR-VEX-L,4,2,5,5,3,1
679,F-150Platinum,5,3,4,3,4,1
923,F-150XLT,4,2,1,4,1,3
1082,LCLC,5,2,5,5,3,4
1555,TahoePremier,3,2,2,1,5,4
197,XT5AWD,4,5,4,1,4,1
630,RidgelineRTL-E,2,2,5,2,3,4
678,CompassSport,2,2,5,4,1,2
828,FusionHybrid,5,5,3,3,3,2
74,Super,5,4,5,1,1,3
1422,XT5Luxury,4,5,1,4,1,3
1692,FiestaTitanium,3,1,4,2,3,5
1717,FiestaS,3,4,2,3,4,1
1625,Forester2.5i,5,1,5,5,1,1
1508,G805.0L,3,2,3,5,5,2
1265,TraxFWD,1,1,4,2,3,4
1313,S60T5,2,3,3,5,4,4
765,A5,5,4,5,2,3,1
1547,500LLounge,2,4,4,4,5,3
572,Q52.0,1,2,2,5,3,5
1916,CorollaLE,1,2,3,3,4,2
543,SportageSX,4,5,2,1,2,3
1247,RidgelineRTL-E,3,2,2,3,1,2
1657,Yukon2WD,3,5,4,2,2,3
1003,TraxFWD,5,2,4,4,4,4
1895,ExpeditionLimited,4,2,2,4,3,2
1517,CTS,5,2,4,2,5,3
251,MustangShelby,5,2,1,1,3,5
718,SonataSEL,3,2,1,1,2,1
20,E-Series,4,1,1,2,3,2
1284,ChargerSRT,1,2,2,2,2,1
1731,Silverado,3,5,2,2,4,5
368,X1xDrive28i,4,1,3,4,1,2
654,QX30Premium,2,1,2,5,2,1
1562,EscapeFWD,2,1,5,1,2,5
246,ImpalaPremier,1,5,5,3,4,2
1847,GLCGLC,1,4,3,4,5,2
1069,X4M40i,5,1,3,2,1,5
1932,G805.0L,2,5,1,2,1,2
374,CTS-V,4,4,5,4,2,3
424,CamaroCoupe,3,4,2,1,3,3
115,MustangEcoBoost,1,4,1,3,2,5
1976,ElantraValue,1,1,5,2,2,3
654,EscapeSE,1,3,2,1,1,3
863,VoltLT,1,4,3,1,2,2
1525,Acadia,1,1,3,1,1,4
1630,TahoePremier,4,4,3,3,3,3
551,ChallengerSXT,5,3,4,1,3,1
751,C-HRXLE,1,1,2,1,2,5
542,ChargerDaytona,5,3,4,2,5,4
1718,Q3Premium,5,2,3,5,1,1
1840,Yukon4WD,4,5,3,4,1,2
1794,XT5FWD,5,5,1,2,4,5
143,Suburban2WD,5,4,4,3,1,1
337,Altima2.5,3,5,1,5,4,3
98,Suburban4WD,5,3,4,2,2,5
31,CX-3Touring,5,5,2,2,5,5
1986,FiestaSE,1,1,1,1,1,5
144,MustangV6,3,5,2,1,5,4
1239,CanyonCrew,1,4,5,3,4,3
1340,HR-VEX,2,2,2,2,1,3
964,F-PACE25t,2,3,4,3,2,4
916,GLAGLA,2,2,3,2,4,1
135,FusionTitanium,1,5,2,4,2,5
142,TraxFWD,5,2,2,4,1,1
1382,RDXAWD,5,1,2,3,2,3
551,OdysseyElite,2,2,5,5,5,5
7,200Limited,4,2,3,5,4,5
1937,X4M40i,5,3,1,5,2,3
1854,OdysseyElite,2,3,2,1,2,5
1715,CamryXLE,1,4,1,2,2,3
1779,FusionTitanium,4,3,3,3,3,2
20,HR-VEX-L,1,2,1,5,3,1
499,CruzeSedan,5,4,5,4,3,5
1468,S3Premium,5,3,4,5,1,5
465,EquinoxAWD,1,5,4,5,3,3
1401,OptimaS,5,5,3,5,1,2
1047,G903.3T,5,5,2,3,4,2
938,PacificaTouring,4,5,4,1,2,1
1762,LCLC,2,5,3,5,3,2
413,Soul,1,3,5,4,1,2
234,X4M40i,5,3,5,4,4,1
919,SonataSE,4,3,4,4,5,1
340,GLSGLS,1,1,1,3,3,1
1996,Expedition,4,3,2,2,4,3
67,CorvetteStingray,2,2,1,2,4,5
1771,TerrainAWD,1,2,5,4,3,2
552,TraxFWD,4,1,5,5,2,4
1901,CherokeeLatitude,4,3,2,3,3,4
336,EscapeFWD,5,1,1,2,2,4
860,X5xDrive35i,1,4,5,5,4,1
635,FocusST,3,2,4,5,2,2
21,Hardtop,2,5,4,1,4,1
399,WRXLimited,1,3,3,3,4,5
1371,CLAAMG,3,3,3,3,5,5
649,F-150Platinum,5,3,1,5,5,5
538,EdgeSEL,2,1,4,4,4,1
492,Q5Premium,3,4,4,5,2,3
1016,Forester2.0XT,4,4,4,1,4,5
1477,Q3quattro,4,4,5,4,4,3
1874,CompassSport,5,3,5,3,1,1
1302,ColoradoCrew,2,1,5,2,2,5
1097,SLSL,4,2,1,5,4,3
1556,ImpalaLT,4,4,3,4,2,5
284,QX30Premium,3,5,2,2,4,1
952,QX30FWD,3,5,1,5,5,2
52,Malibu1LS,5,1,3,3,1,3
597,EncoreFWD,1,4,5,2,5,1
994,5,1,1,3,4,3,1
1992,300300C,2,4,4,2,2,1
1953,Fusion,1,1,3,1,3,4
1902,RidgelineSport,1,2,3,2,1,5
630,ElantraSE,2,1,5,1,3,4
1682,Soul!,3,5,5,4,2,3
1822,LCLC,5,3,5,2,1,1
1898,TaurusSEL,2,4,2,2,2,1
1596,S3Premium,4,4,5,5,5,5
1548,SportageEX,5,2,1,3,3,4
1193,Civic,5,5,4,3,3,2
1925,ChargerDaytona,5,5,1,3,3,5
1222,FitSport,4,3,3,1,5,5
71,Q73.0T,5,1,1,4,5,3
692,JourneySE,3,4,3,3,3,5
1392,FlexLimited,1,4,4,1,1,5
1580,FiestaSE,1,5,1,4,5,4
715,TerrainAWD,1,3,3,1,5,5
1717,Civic,5,5,4,1,3,2
1958,CamaroConvertible,5,2,2,1,1,5
505,XC90T6,2,1,4,5,2,1
1881,G803.3T,1,4,4,1,5,4
795,RDXFWD,2,1,4,1,5,2
477,TerrainAWD,5,1,1,4,5,2
972,ChallengerR/T,3,1,4,5,1,5
1780,CanyonCrew,5,1,5,2,1,5
757,TaurusLimited,5,1,4,3,1,3
1392,500XLounge,2,1,5,4,3,4
701,FocusSEL,4,5,3,2,1,2
1290,Crosstrek2.0i,1,4,3,1,2,3
1260,FitSport,1,3,3,4,5,4
942,ElantraValue,5,4,3,1,4,1
253,PacificaTouring-L,5,5,5,4,4,2
898,SonataLimited,4,5,4,4,1,4
226,Acadia,5,4,1,1,3,2
1936,EncorePreferred,1,4,3,3,4,2
1593,EncoreFWD,1,4,3,1,5,1
1143,SLSL,3,1,2,5,4,2
1240,Suburban4WD,5,3,5,4,4,4
795,FiestaST,4,5,4,1,2,4
413,FiestaST,1,2,5,2,1,4
1636,E-Series,5,5,4,3,3,5
757,Yukon,2,4,1,5,5,3
1737,ElantraLimited,2,3,4,3,1,2
4,Crosstrek2.0i,4,1,2,3,3,3
725,5,4,5,1,5,5,1
1655,HR-VEX,2,4,1,3,4,1
1050,Q73.0T,1,1,5,5,4,1
1454,CT6,1,2,4,1,1,2
1083,EnclaveLeather,3,3,4,2,2,5
822,124,1,1,4,5,5,3
1036,FiestaS,2,4,1,1,3,3
1621,Accord,2,5,3,3,5,3
272,SLSL,3,5,3,1,5,5
1881,RDXAWD,1,5,2,4,2,4
1293,CanyonCrew,2,5,1,2,2,4
1816,Forester2.5i,2,3,3,2,4,4
879,SonataSport,1,3,5,1,5,1
757,Atlas3.6L,5,2,3,5,3,4
523,Mazda3,5,1,2,2,4,4
15,TerrainFWD,3,1,4,1,4,2
594,PacificaTouring-L,2,3,3,5,4,2
684,MalibuLT,5,4,3,5,3,4
1952,QX30Premium,4,4,1,2,5,2
772,TiguanSEL,4,2,2,1,1,3
580,SoulBase,5,1,1,4,4,5
1389,ElantraSEL,5,4,1,4,3,1
1449,TahoePremier,3,3,5,4,5,1
745,CX-9Grand,2,5,2,1,2,5
1116,i394,2,4,4,5,1,1
1334,ChallengerSRT,4,3,1,4,1,4
1283,TiguanS,3,1,1,2,1,5
1326,F-150XL,3,3,2,1,4,2
428,500XTrekking,3,5,1,2,1,4
944,ImpalaPremier,2,1,4,5,2,2
1599,Altima2.5,1,1,3,2,4,4
1875,EdgeSE,2,1,1,3,5,1
329,SonataLimited,1,3,5,4,5,2
736,ElantraLimited,4,3,2,2,2,1
1106,FiestaS,3,5,2,3,3,2
1153,GLCGLC,3,4,4,2,1,5
348,A4Season,2,4,3,1,2,4
1950,OdysseyEX,3,2,2,3,2,5
32,E-Series,3,3,1,5,4,5
573,Altima2.5,2,1,2,4,3,3
1975,CorollaLE,5,5,3,5,5,1
807,MalibuPremier,3,4,2,4,5,1
385,ElantraLimited,5,1,5,5,1,1
1681,Q50Red,1,5,1,3,4,1
1768,CX-9Grand,4,2,5,2,4,4
742,SLSL,5,4,5,2,2,2
256,F-150Limited,2,2,1,5,4,4
650,ChallengerSXT,2,1,5,3,3,1
1219,CLACLA,3,4,1,2,5,5
103,EdgeSport,1,3,1,3,5,2
571,CompassSport,1,5,3,2,5,4
367,CorvetteConvertible,4,4,4,4,5,4
1234,Suburban4WD,5,3,3,1,3,4
191,Escape4WD,5,3,1,3,4,5
1886,SorentoEX,1,5,1,5,5,5
395,SQ5Premium,2,4,4,1,1,5
1017,Outback2.5i,5,1,2,2,1,5
627,EdgeTitanium,1,4,5,3,4,5
730,Altima2.5,2,1,1,3,3,1
462,EdgeTitanium,5,5,5,4,3,2
1127,CanyonCrew,4,5,5,5,3,4
196,SorentoLX,4,5,1,1,5,2
216,C-HRXLE,5,1,4,2,1,5
1222,S3Premium,5,1,4,3,1,2
1936,XF25t,4,4,1,1,4,3
461,Q3Premium,4,5,3,5,3,5
1484,Crosstrek2.0i,2,3,4,5,1,4
1001,OdysseyEX,2,1,4,2,4,2
959,Crosstrek2.0i,1,5,2,3,1,4
1142,EdgeSE,3,1,2,5,2,1
1857,G805.0L,1,4,1,2,4,4
299,TiguanS,3,1,2,5,2,2
1142,F-PACE35t,1,5,2,4,1,3
187,GLEAMG,2,4,2,1,5,4
1550,Challenger392,4,5,3,2,3,4
1544,PacificaTouring,3,4,3,1,4,2
67,CorvetteGrand,4,2,3,3,5,4
927,OdysseyEX-L,5,5,4,1,2,2
38,Super,4,1,2,3,2,5
1888,California,3,1,4,4,5,5
1702,EdgeSE,3,1,3,4,5,2
1866,ElantraSport,1,5,4,2,5,4
1503,FiestaSE,1,4,3,3,5,2
1160,CamrySE,1,2,3,3,5,5
610,FocusTitanium,2,2,2,1,2,5
1403,Acadia,5,3,1,2,1,1
1328,CountrymanCooper,4,5,3,4,3,4
1291,ILXAutomatic,2,2,2,3,3,5
1903,QX30FWD,5,1,4,2,4,4
880,488,5,2,1,1,2,3
1216,EncorePreferred,4,4,4,5,1,1
1484,ElantraSport,3,2,2,5,3,3
1578,SonataSEL,4,3,4,4,4,1
